draw_no,date,rank,numbers,core_group,core5,cover_number,core5_matches,main_matches,bonus_match,grade,score,core_score,config_reason,recent_window,core_pool_size,cover_pool_size,actual,bonus,train_draws,train_until_draw_no
418,2008-10-30,2,06 15 17 31 36 37,A,06 15 31 36 37,17,1,1,False,はずれ,0.613116,0.624675,recent_core4_weak_expand_c_core,180,28,38,03 12 16 25 32 36,34,417,417
418,2008-10-30,3,15 20 28 31 36 37,B,15 20 28 31 37,36,0,1,False,はずれ,0.613854,0.620457,recent_core4_weak_expand_c_core,180,28,38,03 12 16 25 32 36,34,417,417
418,2008-10-30,4,08 15 31 36 37 39,C,08 15 31 36 39,37,1,1,False,はずれ,0.609689,0.61737,recent_core4_weak_expand_c_core,180,28,38,03 12 16 25 32 36,34,417,417
418,2008-10-30,5,06 08 15 31 36 39,C,08 15 31 36 39,6,1,1,False,はずれ,0.608115,0.61737,recent_core4_weak_expand_c_core,180,28,38,03 12 16 25 32 36,34,417,417
419,2008-11-06,1,06 15 20 31 36 37,A,06 15 31 36 37,20,0,0,False,はずれ,0.61975,0.627369,recent_core4_weak_expand_c_core,180,28,38,05 08 16 25 26 30,1,418,418
419,2008-11-06,2,06 15 17 31 36 37,A,06 15 31 36 37,17,0,0,False,はずれ,0.616434,0.627369,recent_core4_weak_expand_c_core,180,28,38,05 08 16 25 26 30,1,418,418
419,2008-11-06,3,06 15 20 28 31 37,B,15 20 28 31 37,6,0,0,False,はずれ,0.61593,0.622665,recent_core4_weak_expand_c_core,180,28,38,05 08 16 25 26 30,1,418,418
419,2008-11-06,4,08 15 31 36 37 39,C,08 15 31 36 39,37,1,1,False,はずれ,0.610231,0.618527,recent_core4_weak_expand_c_core,180,28,38,05 08 16 25 26 30,1,418,418
419,2008-11-06,5,08 13 15 31 36 39,C,08 15 31 36 39,13,1,1,False,はずれ,0.607748,0.618527,recent_core4_weak_expand_c_core,180,28,38,05 08 16 25 26 30,1,418,418
420,2008-11-13,1,06 15 20 31 36 37,A,06 15 31 36 37,20,1,1,False,はずれ,0.618999,0.625758,recent_core4_weak_expand_c_core,180,28,38,14 19 21 28 29 31,24,419,419
420,2008-11-13,2,06 15 17 31 36 37,A,06 15 31 36 37,17,1,1,False,はずれ,0.615608,0.625758,recent_core4_weak_expand_c_core,180,28,38,14 19 21 28 29 31,24,419,419
420,2008-11-13,3,06 15 20 28 31 37,B,15 20 28 31 37,6,2,2,False,はずれ,0.616732,0.623276,recent_core4_weak_expand_c_core,180,28,38,14 19 21 28 29 31,24,419,419
420,2008-11-13,4,08 15 31 36 37 39,C,08 15 31 36 39,37,1,1,False,はずれ,0.606725,0.6137,recent_core4_weak_expand_c_core,180,28,38,14 19 21 28 29 31,24,419,419
420,2008-11-13,5,08 12 15 31 36 39,C,08 15 31 36 39,12,1,1,False,はずれ,0.604008,0.6137,recent_core4_weak_expand_c_core,180,28,38,14 19 21 28 29 31,24,419,419
421,2008-11-20,1,06 15 20 28 31 37,A,15 20 28 31 37,6,0,1,True,はずれ,0.62339,0.62962,recent_core4_weak_expand_c_core,180,28,38,02 06 08 10 25 34,31,420,420
421,2008-11-20,2,15 17 20 28 31 37,A,15 20 28 31 37,17,0,0,True,はずれ,0.622248,0.62962,recent_core4_weak_expand_c_core,180,28,38,02 06 08 10 25 34,31,420,420
421,2008-11-20,3,06 15 20 31 36 37,B,06 15 31 36 37,20,1,1,True,はずれ,0.620896,0.626781,recent_core4_weak_expand_c_core,180,28,38,02 06 08 10 25 34,31,420,420
421,2008-11-20,4,04 15 30 31 36 37,C,04 15 30 31 37,36,0,0,True,はずれ,0.60682,0.613915,recent_core4_weak_expand_c_core,180,28,38,02 06 08 10 25 34,31,420,420
421,2008-11-20,5,04 13 15 30 31 37,C,04 15 30 31 37,13,0,0,True,はずれ,0.603919,0.613915,recent_core4_weak_expand_c_core,180,28,38,02 06 08 10 25 34,31,420,420
422,2008-11-27,1,15 17 20 28 31 37,A,15 20 28 31 37,17,1,1,False,はずれ,0.624613,0.631989,recent_core4_weak_expand_c_core,180,28,38,05 06 07 08 28 38,36,421,421
422,2008-11-27,2,06 15 20 28 31 37,A,15 20 28 31 37,6,1,2,False,はずれ,0.624613,0.631989,recent_core4_weak_expand_c_core,180,28,38,05 06 07 08 28 38,36,421,421
422,2008-11-27,3,06 15 20 31 36 37,B,06 15 31 36 37,20,1,1,True,はずれ,0.62013,0.625361,recent_core4_weak_expand_c_core,180,28,38,05 06 07 08 28 38,36,421,421
422,2008-11-27,4,04 15 30 31 36 37,C,04 15 30 31 37,36,0,0,True,はずれ,0.606831,0.616227,recent_core4_weak_expand_c_core,180,28,38,05 06 07 08 28 38,36,421,421
422,2008-11-27,5,04 12 15 30 31 37,C,04 15 30 31 37,12,0,0,False,はずれ,0.606325,0.616227,recent_core4_weak_expand_c_core,180,28,38,05 06 07 08 28 38,36,421,421
423,2008-12-04,1,06 15 20 28 31 37,A,06 15 28 31 37,20,0,0,False,はずれ,0.639005,0.637869,recent_core4_weak_expand_c_core,180,28,38,01 02 03 30 35 36,21,422,422
423,2008-12-04,2,06 15 17 28 31 37,A,06 15 28 31 37,17,0,0,False,はずれ,0.634221,0.637869,recent_core4_weak_expand_c_core,180,28,38,01 02 03 30 35 36,21,422,422
423,2008-12-04,3,06 15 20 30 31 37,B,15 20 30 31 37,6,1,1,False,はずれ,0.621223,0.629805,recent_core4_weak_expand_c_core,180,28,38,01 02 03 30 35 36,21,422,422
423,2008-12-04,4,04 12 15 31 36 37,C,04 15 31 36 37,12,1,1,False,はずれ,0.613073,0.624127,recent_core4_weak_expand_c_core,180,28,38,01 02 03 30 35 36,21,422,422
423,2008-12-04,5,04 15 28 31 36 37,C,04 15 31 36 37,28,1,1,False,はずれ,0.612213,0.624127,recent_core4_weak_expand_c_core,180,28,38,01 02 03 30 35 36,21,422,422
424,2008-12-11,1,06 15 20 28 31 37,A,06 15 28 31 37,20,0,0,False,はずれ,0.640719,0.639548,recent_core4_weak_expand_c_core,180,28,38,03 13 17 25 40 41,4,423,423
424,2008-12-11,2,06 15 17 28 31 37,A,06 15 28 31 37,17,0,1,False,はずれ,0.635765,0.639548,recent_core4_weak_expand_c_core,180,28,38,03 13 17 25 40 41,4,423,423
424,2008-12-11,3,06 15 20 30 31 37,B,15 20 30 31 37,6,0,0,False,はずれ,0.623854,0.632428,recent_core4_weak_expand_c_core,180,28,38,03 13 17 25 40 41,4,423,423
424,2008-12-11,4,08 15 30 31 37 39,C,08 15 30 31 39,37,0,0,False,はずれ,0.620672,0.624822,recent_core4_weak_expand_c_core,180,28,38,03 13 17 25 40 41,4,423,423
424,2008-12-11,5,08 15 30 31 36 39,C,08 15 30 31 39,36,0,0,False,はずれ,0.619084,0.624822,recent_core4_weak_expand_c_core,180,28,38,03 13 17 25 40 41,4,423,423
425,2008-12-18,1,15 18 20 28 31 37,A,15 20 28 31 37,18,1,1,False,はずれ,0.653414,0.658337,recent_core4_weak_expand_c_core,180,28,38,02 03 12 20 34 43,4,424,424
425,2008-12-18,2,06 15 20 28 31 37,A,15 20 28 31 37,6,1,1,False,はずれ,0.653227,0.658337,recent_core4_weak_expand_c_core,180,28,38,02 03 12 20 34 43,4,424,424
425,2008-12-18,3,04 15 18 20 31 37,B,04 15 18 31 37,20,0,1,True,はずれ,0.654183,0.651799,recent_core4_weak_expand_c_core,180,28,38,02 03 12 20 34 43,4,424,424
425,2008-12-18,4,06 15 31 36 37 39,C,06 15 31 36 37,39,0,0,False,はずれ,0.636158,0.647021,recent_core4_weak_expand_c_core,180,28,38,02 03 12 20 34 43,4,424,424
425,2008-12-18,5,06 12 15 31 36 37,C,06 15 31 36 37,12,0,1,False,はずれ,0.634716,0.647021,recent_core4_weak_expand_c_core,180,28,38,02 03 12 20 34 43,4,424,424
426,2008-12-25,1,06 15 20 28 31 37,A,06 15 28 31 37,20,2,2,False,はずれ,0.655335,0.655989,recent_core4_weak_expand_c_core,180,28,38,06 08 09 29 32 37,4,425,425
426,2008-12-25,2,06 15 18 28 31 37,A,06 15 28 31 37,18,2,2,False,はずれ,0.651812,0.655989,recent_core4_weak_expand_c_core,180,28,38,06 08 09 29 32 37,4,425,425
426,2008-12-25,3,04 15 18 31 37 39,B,04 15 18 31 37,39,1,1,True,はずれ,0.647656,0.651779,recent_core4_weak_expand_c_core,180,28,38,06 08 09 29 32 37,4,425,425
426,2008-12-25,4,06 15 20 30 31 37,C,15 20 30 31 37,6,1,2,False,はずれ,0.638303,0.648924,recent_core4_weak_expand_c_core,180,28,38,06 08 09 29 32 37,4,425,425
426,2008-12-25,5,04 15 20 30 31 37,C,15 20 30 31 37,4,1,1,True,はずれ,0.635128,0.648924,recent_core4_weak_expand_c_core,180,28,38,06 08 09 29 32 37,4,425,425
427,2009-01-08,1,06 15 20 28 31 37,A,06 15 28 31 37,20,0,0,True,はずれ,0.653603,0.65288,recent_core4_weak_expand_c_core,180,28,38,05 12 13 33 39 42,20,426,426
427,2009-01-08,2,06 15 18 28 31 37,A,06 15 28 31 37,18,0,0,False,はずれ,0.649123,0.65288,recent_core4_weak_expand_c_core,180,28,38,05 12 13 33 39 42,20,426,426
427,2009-01-08,3,04 15 18 31 37 39,B,04 15 18 31 37,39,0,1,False,はずれ,0.642578,0.648315,recent_core4_weak_expand_c_core,180,28,38,05 12 13 33 39 42,20,426,426
427,2009-01-08,4,06 15 20 30 31 37,C,15 20 30 31 37,6,0,0,True,はずれ,0.636937,0.646933,recent_core4_weak_expand_c_core,180,28,38,05 12 13 33 39 42,20,426,426
427,2009-01-08,5,04 15 20 30 31 37,C,15 20 30 31 37,4,0,0,True,はずれ,0.633791,0.646933,recent_core4_weak_expand_c_core,180,28,38,05 12 13 33 39 42,20,426,426
428,2009-01-15,1,06 15 20 28 31 37,A,06 15 28 31 37,20,0,0,False,はずれ,0.660252,0.659093,recent_core4_weak_expand_c_core,180,28,38,08 16 18 35 42 43,13,427,427
428,2009-01-15,2,06 15 18 28 31 37,A,06 15 28 31 37,18,0,1,False,はずれ,0.655937,0.659093,recent_core4_weak_expand_c_core,180,28,38,08 16 18 35 42 43,13,427,427
428,2009-01-15,3,04 15 18 31 36 37,B,04 15 18 31 37,36,1,1,False,はずれ,0.64658,0.654425,recent_core4_weak_expand_c_core,180,28,38,08 16 18 35 42 43,13,427,427
428,2009-01-15,4,06 15 20 30 31 37,C,15 20 30 31 37,6,0,0,False,はずれ,0.642236,0.65147,recent_core4_weak_expand_c_core,180,28,38,08 16 18 35 42 43,13,427,427
428,2009-01-15,5,04 15 20 30 31 37,C,15 20 30 31 37,4,0,0,False,はずれ,0.639178,0.65147,recent_core4_weak_expand_c_core,180,28,38,08 16 18 35 42 43,13,427,427
429,2009-01-22,1,06 15 20 28 31 37,A,06 15 28 31 37,20,1,1,False,はずれ,0.665465,0.663946,recent_core4_weak_expand_c_core,180,28,38,17 25 29 33 37 42,7,428,428
429,2009-01-22,2,06 15 17 28 31 37,A,06 15 28 31 37,17,1,2,False,はずれ,0.658186,0.663946,recent_core4_weak_expand_c_core,180,28,38,17 25 29 33 37 42,7,428,428
429,2009-01-22,3,06 15 20 30 31 37,B,15 20 30 31 37,6,1,1,False,はずれ,0.647817,0.656623,recent_core4_weak_expand_c_core,180,28,38,17 25 29 33 37 42,7,428,428
429,2009-01-22,4,04 12 15 31 36 37,C,04 15 31 36 37,12,1,1,False,はずれ,0.640015,0.651139,recent_core4_weak_expand_c_core,180,28,38,17 25 29 33 37 42,7,428,428
429,2009-01-22,5,04 15 28 31 36 37,C,04 15 31 36 37,28,1,1,False,はずれ,0.637557,0.651139,recent_core4_weak_expand_c_core,180,28,38,17 25 29 33 37 42,7,428,428
430,2009-01-29,1,06 15 20 28 31 37,A,06 15 28 31 37,20,0,0,False,はずれ,0.66443,0.662944,recent_core4_weak_expand_c_core,180,28,38,01 08 18 26 34 42,21,429,429
430,2009-01-29,2,06 12 15 28 31 37,A,06 15 28 31 37,12,0,0,False,はずれ,0.654955,0.662944,recent_core4_weak_expand_c_core,180,28,38,01 08 18 26 34 42,21,429,429
430,2009-01-29,3,06 15 20 30 31 37,B,15 20 30 31 37,6,0,0,False,はずれ,0.646604,0.65519,recent_core4_weak_expand_c_core,180,28,38,01 08 18 26 34 42,21,429,429
430,2009-01-29,4,04 15 28 31 36 37,C,04 15 31 36 37,28,0,0,False,はずれ,0.635991,0.649479,recent_core4_weak_expand_c_core,180,28,38,01 08 18 26 34 42,21,429,429
430,2009-01-29,5,04 15 17 31 36 37,C,04 15 31 36 37,17,0,0,False,はずれ,0.635569,0.649479,recent_core4_weak_expand_c_core,180,28,38,01 08 18 26 34 42,21,429,429
431,2009-02-05,1,06 15 20 28 31 37,A,06 15 28 31 37,20,0,1,False,はずれ,0.66752,0.665804,recent_core4_weak_expand_c_core,180,28,38,01 05 19 20 35 41,33,430,430
431,2009-02-05,2,06 12 15 28 31 37,A,06 15 28 31 37,12,0,0,False,はずれ,0.658114,0.665804,recent_core4_weak_expand_c_core,180,28,38,01 05 19 20 35 41,33,430,430
431,2009-02-05,3,06 15 20 30 31 37,B,15 20 30 31 37,6,1,1,False,はずれ,0.647895,0.655874,recent_core4_weak_expand_c_core,180,28,38,01 05 19 20 35 41,33,430,430
431,2009-02-05,4,04 15 28 31 36 37,C,04 15 31 36 37,28,0,0,False,はずれ,0.638628,0.651938,recent_core4_weak_expand_c_core,180,28,38,01 05 19 20 35 41,33,430,430
431,2009-02-05,5,04 15 17 31 36 37,C,04 15 31 36 37,17,0,0,False,はずれ,0.638238,0.651938,recent_core4_weak_expand_c_core,180,28,38,01 05 19 20 35 41,33,430,430
432,2009-02-12,1,06 15 20 28 31 37,A,06 15 28 31 37,20,0,1,False,はずれ,0.668761,0.668425,recent_core4_weak_expand_c_core,180,28,38,08 20 23 24 42 43,16,431,431
432,2009-02-12,2,06 15 17 28 31 37,A,06 15 28 31 37,17,0,0,False,はずれ,0.65993,0.668425,recent_core4_weak_expand_c_core,180,28,38,08 20 23 24 42 43,16,431,431
432,2009-02-12,3,06 15 20 30 31 37,B,15 20 30 31 37,6,1,1,False,はずれ,0.649369,0.656872,recent_core4_weak_expand_c_core,180,28,38,08 20 23 24 42 43,16,431,431
432,2009-02-12,4,04 12 15 31 36 37,C,04 15 31 36 37,12,0,0,False,はずれ,0.64003,0.652001,recent_core4_weak_expand_c_core,180,28,38,08 20 23 24 42 43,16,431,431
432,2009-02-12,5,04 15 28 31 36 37,C,04 15 31 36 37,28,0,0,False,はずれ,0.639171,0.652001,recent_core4_weak_expand_c_core,180,28,38,08 20 23 24 42 43,16,431,431
433,2009-02-19,1,06 15 20 28 31 37,A,06 15 28 31 37,20,0,0,False,はずれ,0.672308,0.669123,recent_core4_weak_expand_c_core,180,28,38,03 09 11 24 26 34,25,432,432
433,2009-02-19,2,06 15 17 28 31 37,A,06 15 28 31 37,17,0,0,False,はずれ,0.661494,0.669123,recent_core4_weak_expand_c_core,180,28,38,03 09 11 24 26 34,25,432,432
433,2009-02-19,3,06 15 20 30 31 37,B,15 20 30 31 37,6,0,0,False,はずれ,0.652917,0.662787,recent_core4_weak_expand_c_core,180,28,38,03 09 11 24 26 34,25,432,432
433,2009-02-19,4,04 12 15 31 36 37,C,04 15 31 36 37,12,0,0,False,はずれ,0.643403,0.655173,recent_core4_weak_expand_c_core,180,28,38,03 09 11 24 26 34,25,432,432
433,2009-02-19,5,04 15 28 31 36 37,C,04 15 31 36 37,28,0,0,False,はずれ,0.642589,0.655173,recent_core4_weak_expand_c_core,180,28,38,03 09 11 24 26 34,25,432,432
434,2009-02-26,1,06 15 20 28 31 37,A,15 20 28 31 37,6,0,0,True,はずれ,0.688708,0.69525,recent_core4_weak_expand_c_core,180,28,38,03 12 19 33 35 36,37,433,433
434,2009-02-26,2,04 15 20 28 31 37,A,15 20 28 31 37,4,0,0,True,はずれ,0.68477,0.69525,recent_core4_weak_expand_c_core,180,28,38,03 12 19 33 35 36,37,433,433
434,2009-02-26,3,08 15 20 30 31 37,B,08 15 30 31 37,20,0,0,True,はずれ,0.683072,0.68333,recent_core4_weak_expand_c_core,180,28,38,03 12 19 33 35 36,37,433,433
434,2009-02-26,4,06 15 17 31 36 37,C,06 15 31 36 37,17,1,1,True,はずれ,0.667735,0.680479,recent_core4_weak_expand_c_core,180,28,38,03 12 19 33 35 36,37,433,433
434,2009-02-26,5,06 12 15 31 36 37,C,06 15 31 36 37,12,1,2,True,はずれ,0.66736,0.680479,recent_core4_weak_expand_c_core,180,28,38,03 12 19 33 35 36,37,433,433
435,2009-03-05,1,06 15 20 28 31 37,A,15 20 28 31 37,6,2,2,False,はずれ,0.691179,0.697543,recent_core4_weak_expand_c_core,180,28,38,02 11 12 28 35 37,27,434,434
435,2009-03-05,2,04 15 20 28 31 37,A,15 20 28 31 37,4,2,2,False,はずれ,0.686876,0.697543,recent_core4_weak_expand_c_core,180,28,38,02 11 12 28 35 37,27,434,434
435,2009-03-05,3,08 15 20 30 31 37,B,08 15 30 31 37,20,1,1,False,はずれ,0.685756,0.685655,recent_core4_weak_expand_c_core,180,28,38,02 11 12 28 35 37,27,434,434
435,2009-03-05,4,06 15 17 31 36 37,C,06 15 31 36 37,17,1,1,False,はずれ,0.665836,0.677549,recent_core4_weak_expand_c_core,180,28,38,02 11 12 28 35 37,27,434,434
435,2009-03-05,5,06 08 15 31 36 37,C,06 15 31 36 37,8,1,1,False,はずれ,0.665102,0.677549,recent_core4_weak_expand_c_core,180,28,38,02 11 12 28 35 37,27,434,434
436,2009-03-12,1,06 15 20 28 31 37,A,15 20 28 31 37,6,0,0,True,はずれ,0.682223,0.689932,recent_core4_weak_expand_c_core,180,28,38,04 12 21 22 27 38,31,435,435
436,2009-03-12,2,04 15 20 28 31 37,A,15 20 28 31 37,4,0,1,True,はずれ,0.679827,0.689932,recent_core4_weak_expand_c_core,180,28,38,04 12 21 22 27 38,31,435,435
436,2009-03-12,3,08 15 20 30 31 37,B,08 15 30 31 37,20,0,0,True,はずれ,0.682071,0.681689,recent_core4_weak_expand_c_core,180,28,38,04 12 21 22 27 38,31,435,435
436,2009-03-12,4,06 08 15 31 36 37,C,06 15 31 36 37,8,0,0,True,はずれ,0.659811,0.671594,recent_core4_weak_expand_c_core,180,28,38,04 12 21 22 27 38,31,435,435
436,2009-03-12,5,06 15 17 31 36 37,C,06 15 31 36 37,17,0,0,True,はずれ,0.658155,0.671594,recent_core4_weak_expand_c_core,180,28,38,04 12 21 22 27 38,31,435,435
437,2009-03-19,1,06 15 20 28 31 37,A,15 20 28 31 37,6,0,0,True,はずれ,0.700824,0.7063,recent_core4_weak_expand_c_core,180,28,38,02 05 11 21 23 43,15,436,436
437,2009-03-19,2,08 15 20 28 31 37,A,15 20 28 31 37,8,0,0,True,はずれ,0.69711,0.7063,recent_core4_weak_expand_c_core,180,28,38,02 05 11 21 23 43,15,436,436
437,2009-03-19,3,08 15 20 30 31 37,B,08 15 30 31 37,20,0,0,True,はずれ,0.701286,0.69982,recent_core4_weak_expand_c_core,180,28,38,02 05 11 21 23 43,15,436,436
437,2009-03-19,4,06 12 15 31 36 37,C,06 15 31 36 37,12,0,0,True,はずれ,0.678159,0.691251,recent_core4_weak_expand_c_core,180,28,38,02 05 11 21 23 43,15,436,436
437,2009-03-19,5,06 15 17 31 36 37,C,06 15 31 36 37,17,0,0,True,はずれ,0.676694,0.691251,recent_core4_weak_expand_c_core,180,28,38,02 05 11 21 23 43,15,436,436
438,2009-03-26,1,06 15 20 28 31 37,A,15 20 28 31 37,6,2,2,False,はずれ,0.703757,0.708731,recent_core4_weak_expand_c_core,180,28,38,03 09 16 17 20 31,42,437,437
438,2009-03-26,2,08 15 20 28 31 37,A,15 20 28 31 37,8,2,2,False,はずれ,0.700327,0.708731,recent_core4_weak_expand_c_core,180,28,38,03 09 16 17 20 31,42,437,437
438,2009-03-26,3,08 15 20 30 31 37,B,08 15 30 31 37,20,1,2,False,はずれ,0.702202,0.699617,recent_core4_weak_expand_c_core,180,28,38,03 09 16 17 20 31,42,437,437
438,2009-03-26,4,06 12 15 31 36 37,C,06 15 31 36 37,12,1,1,False,はずれ,0.681333,0.693469,recent_core4_weak_expand_c_core,180,28,38,03 09 16 17 20 31,42,437,437
438,2009-03-26,5,06 15 17 31 36 37,C,06 15 31 36 37,17,1,2,False,はずれ,0.679638,0.693469,recent_core4_weak_expand_c_core,180,28,38,03 09 16 17 20 31,42,437,437
439,2009-04-02,1,06 15 20 28 31 37,A,15 20 28 31 37,6,2,2,False,はずれ,0.684559,0.687568,recent_core4_weak_expand_c_core,180,28,38,11 14 20 28 32 41,27,438,438
439,2009-04-02,2,08 15 20 28 31 37,A,15 20 28 31 37,8,2,2,False,はずれ,0.681612,0.687568,recent_core4_weak_expand_c_core,180,28,38,11 14 20 28 32 41,27,438,438
439,2009-04-02,3,08 15 20 30 31 37,B,08 15 20 30 37,31,1,1,False,はずれ,0.682725,0.68497,recent_core4_weak_expand_c_core,180,28,38,11 14 20 28 32 41,27,438,438
439,2009-04-02,4,06 15 20 31 36 37,C,06 15 31 36 37,20,0,1,False,はずれ,0.672805,0.672067,recent_core4_weak_expand_c_core,180,28,38,11 14 20 28 32 41,27,438,438
439,2009-04-02,5,06 12 15 31 36 37,C,06 15 31 36 37,12,0,0,False,はずれ,0.662457,0.672067,recent_core4_weak_expand_c_core,180,28,38,11 14 20 28 32 41,27,438,438
440,2009-04-09,1,06 15 20 28 31 37,A,15 20 28 31 37,6,1,1,False,はずれ,0.679429,0.683356,recent_core4_weak_expand_c_core,180,28,38,09 23 29 30 31 39,18,439,439
440,2009-04-09,2,08 15 20 28 31 37,A,15 20 28 31 37,8,1,1,False,はずれ,0.676735,0.683356,recent_core4_weak_expand_c_core,180,28,38,09 23 29 30 31 39,18,439,439
440,2009-04-09,3,08 15 20 30 31 37,B,08 15 20 30 37,31,1,2,False,はずれ,0.67583,0.67811,recent_core4_weak_expand_c_core,180,28,38,09 23 29 30 31 39,18,439,439
440,2009-04-09,4,06 15 20 31 36 37,C,06 15 31 36 37,20,1,1,False,はずれ,0.66619,0.663082,recent_core4_weak_expand_c_core,180,28,38,09 23 29 30 31 39,18,439,439
440,2009-04-09,5,06 12 15 31 36 37,C,06 15 31 36 37,12,1,1,False,はずれ,0.651478,0.663082,recent_core4_weak_expand_c_core,180,28,38,09 23 29 30 31 39,18,439,439
441,2009-04-16,1,06 15 20 28 31 37,A,15 20 28 31 37,6,0,0,False,はずれ,0.677483,0.680785,recent_core4_weak_expand_c_core,180,28,38,10 18 33 34 39 41,21,440,440
441,2009-04-16,2,08 15 20 28 31 37,A,15 20 28 31 37,8,0,0,False,はずれ,0.674952,0.680785,recent_core4_weak_expand_c_core,180,28,38,10 18 33 34 39 41,21,440,440
441,2009-04-16,3,08 13 15 20 31 37,B,08 13 15 20 37,31,0,0,False,はずれ,0.657897,0.660683,recent_core4_weak_expand_c_core,180,28,38,10 18 33 34 39 41,21,440,440
441,2009-04-16,4,06 15 20 31 36 37,C,06 15 31 36 37,20,0,0,False,はずれ,0.664066,0.659714,recent_core4_weak_expand_c_core,180,28,38,10 18 33 34 39 41,21,440,440
441,2009-04-16,5,06 12 15 31 36 37,C,06 15 31 36 37,12,0,0,False,はずれ,0.649175,0.659714,recent_core4_weak_expand_c_core,180,28,38,10 18 33 34 39 41,21,440,440
442,2009-04-23,1,06 15 20 28 31 37,A,15 20 28 31 37,6,0,0,False,はずれ,0.677965,0.683534,recent_core4_weak_expand_c_core,180,28,38,02 23 26 35 41 42,38,441,441
442,2009-04-23,2,08 15 20 28 31 37,A,15 20 28 31 37,8,0,0,False,はずれ,0.677783,0.683534,recent_core4_weak_expand_c_core,180,28,38,02 23 26 35 41 42,38,441,441
442,2009-04-23,3,08 15 20 30 31 37,B,08 15 20 30 37,31,0,0,False,はずれ,0.667838,0.667703,recent_core4_weak_expand_c_core,180,28,38,02 23 26 35 41 42,38,441,441
442,2009-04-23,4,06 15 20 31 36 37,C,06 15 31 36 37,20,0,0,False,はずれ,0.66474,0.65969,recent_core4_weak_expand_c_core,180,28,38,02 23 26 35 41 42,38,441,441
442,2009-04-23,5,06 12 15 31 36 37,C,06 15 31 36 37,12,0,0,False,はずれ,0.649755,0.65969,recent_core4_weak_expand_c_core,180,28,38,02 23 26 35 41 42,38,441,441
443,2009-04-30,1,06 15 20 28 31 37,A,15 20 28 31 37,6,0,1,False,はずれ,0.680408,0.686072,recent_core4_weak_expand_c_core,180,28,38,06 10 21 22 23 35,5,442,442
443,2009-04-30,2,08 15 20 28 31 37,A,15 20 28 31 37,8,0,0,False,はずれ,0.680396,0.686072,recent_core4_weak_expand_c_core,180,28,38,06 10 21 22 23 35,5,442,442
443,2009-04-30,3,08 15 20 30 31 37,B,08 15 20 30 37,31,0,0,False,はずれ,0.670508,0.67004,recent_core4_weak_expand_c_core,180,28,38,06 10 21 22 23 35,5,442,442
443,2009-04-30,4,06 15 20 31 36 37,C,06 15 31 36 37,20,1,1,False,はずれ,0.667111,0.661712,recent_core4_weak_expand_c_core,180,28,38,06 10 21 22 23 35,5,442,442
443,2009-04-30,5,06 12 15 31 36 37,C,06 15 31 36 37,12,1,1,False,はずれ,0.652038,0.661712,recent_core4_weak_expand_c_core,180,28,38,06 10 21 22 23 35,5,442,442
444,2009-05-07,1,08 15 20 28 31 37,A,15 20 28 31 37,8,0,0,False,はずれ,0.680793,0.686021,recent_core4_weak_expand_c_core,180,28,38,05 13 16 18 24 32,30,443,443
444,2009-05-07,2,12 15 20 28 31 37,A,15 20 28 31 37,12,0,0,False,はずれ,0.676735,0.686021,recent_core4_weak_expand_c_core,180,28,38,05 13 16 18 24 32,30,443,443
444,2009-05-07,3,08 15 20 30 31 37,B,08 15 20 30 37,31,0,0,True,はずれ,0.670957,0.669803,recent_core4_weak_expand_c_core,180,28,38,05 13 16 18 24 32,30,443,443
444,2009-05-07,4,08 15 20 31 36 37,C,08 15 20 31 36,37,0,0,False,はずれ,0.666681,0.661822,recent_core4_weak_expand_c_core,180,28,38,05 13 16 18 24 32,30,443,443
444,2009-05-07,5,03 08 15 20 31 36,C,08 15 20 31 36,3,0,0,False,はずれ,0.655001,0.661822,recent_core4_weak_expand_c_core,180,28,38,05 13 16 18 24 32,30,443,443
445,2009-05-14,1,08 15 20 28 31 37,A,15 20 28 31 37,8,2,2,False,はずれ,0.685756,0.69315,recent_core4_weak_expand_c_core,180,28,38,10 20 23 26 37 40,9,444,444
445,2009-05-14,2,12 15 20 28 31 37,A,15 20 28 31 37,12,2,2,False,はずれ,0.684325,0.69315,recent_core4_weak_expand_c_core,180,28,38,10 20 23 26 37 40,9,444,444
445,2009-05-14,3,08 15 20 30 31 37,B,08 15 20 30 37,31,2,2,False,はずれ,0.675291,0.672393,recent_core4_weak_expand_c_core,180,28,38,10 20 23 26 37 40,9,444,444
445,2009-05-14,4,08 15 20 31 36 37,C,08 15 31 36 37,20,1,2,False,はずれ,0.672225,0.666322,recent_core4_weak_expand_c_core,180,28,38,10 20 23 26 37 40,9,444,444
445,2009-05-14,5,03 08 15 31 36 37,C,08 15 31 36 37,3,1,1,False,はずれ,0.65299,0.666322,recent_core4_weak_expand_c_core,180,28,38,10 20 23 26 37 40,9,444,444
446,2009-05-21,1,08 15 20 28 31 37,A,15 20 28 31 37,8,0,1,False,はずれ,0.671006,0.678025,recent_core4_weak_expand_c_core,180,28,38,03 08 17 26 27 36,13,445,445
446,2009-05-21,2,12 15 20 28 31 37,A,15 20 28 31 37,12,0,0,False,はずれ,0.66948,0.678025,recent_core4_weak_expand_c_core,180,28,38,03 08 17 26 27 36,13,445,445
